videoId,title,description,channelTitle,publishedAt,videoId
IeizQESCsYs,FULL SPEECH | President Biden speaks at Fort Liberty,"(May 9, 2023) President Biden speaks at Fort Liberty Biden touts jobs, support for military families during visits to Rocky Mount ...",ABC11,2023-06-13T14:55:45Z,IeizQESCsYs
YjEyjMcvrxk,FULL SPEECH: Pres. Joe Biden speaks on gun violence &#39;epidemic&#39; a year after Uvalde,"President Biden calls for the end of gun violence ""epidemic"" a year after the Uvalde elementary school shooting. MORE: ...",ABC7,2023-05-24T23:30:06Z,YjEyjMcvrxk
xaW-B-dAPeA,President Biden responds to the UAW strike decision,"President Joe Biden addresses the UAW workers decision to strike, the value unions have on the economy, and the need wealth ...",CNBC Television,2023-09-15T17:03:10Z,xaW-B-dAPeA
t0OI6HhvUYs,Biden promises &#39;long-term commitments&#39; to Ukraine in NATO speech,President Joe Biden and G7 leaders unveiled a substantial show of support for Ukraine Wednesday at the NATO Summit in ...,CNN,2023-07-12T18:15:02Z,t0OI6HhvUYs
xF9_QoYt5E0,Biden addresses response to Idalia at FEMA headquarters,President Biden traveled to FEMA headquarters to thank all the emergency personnel who have helped with the response to ...,MSNBC,2023-08-31T18:45:01Z,xF9_QoYt5E0
NszhBD_RdHE,Watch: President Biden joins United Auto Workers picket line,"President Biden on Tuesday joined the picket line alongside United Auto Workers union members in Michigan, taking up a ...",CBS News,2023-09-26T19:40:02Z,NszhBD_RdHE
-JRQhNsnG5c,Full speech: Biden touts bipartisanship in address on debt ceiling deal that averts default,President Joe Biden addressed the nation in a prime-time speech Friday after Congress averted an economically disastrous ...,ABC7,2023-06-02T23:50:42Z,-JRQhNsnG5c
oLsHD6dNQh8,"‘We are going to rebuild’ Maui respectfully, Biden says",President Joe Biden spoke about the rebuilding process in Hawaii after the deadly wildfire. Biden said the restoration in Lahaina ...,NBC News,2023-08-21T23:45:59Z,oLsHD6dNQh8
qx9nFcufARA,Hurricane Idalia devastates Florida: President Biden speaks out,"President Biden spoke in Florida after surveying damage from Hurricane Idalia. Lt. Gen. Russel Honoré, Basil Smikle and ...",MSNBC,2023-09-02T23:00:16Z,qx9nFcufARA
yZwFS6xOE5s,President Biden: We finally had enough votes to beat big pharma,President Joe Biden holds a press conference on Medicare drug price negotiations. For access to live and exclusive video from ...,CNBC Television,2023-08-29T19:19:27Z,yZwFS6xOE5s
0mrerzK_AGs,"Biden to commemorate 9/11 in Alaska, first sitting president to not mark day at memorial site","President Biden is marking 22 years since 9/11 with a speech before troops in Alaska, becoming the first U.S. president to not ...",CBS News,2023-09-11T19:44:36Z,0mrerzK_AGs
N_H7qoPLOYU,ENGLISH SPEECH | JOE BIDEN: Victory Speech (English Subtitles),"Learn English with Joe Biden. Watch President-elect Joe Biden's full speech delivered from Wilmington, Delaware. Joseph R.",English Speeches,2020-12-12T03:00:03Z,N_H7qoPLOYU
MAFEvyc-CyY,FULL SPEECH: Biden addresses bipartisan debt ceiling deal,The bipartisan measure was approved by the Senate late Thursday night after passing the House in yet another late session the ...,WGN News,2023-06-02T23:33:56Z,MAFEvyc-CyY
UkqWtrj1oAk,President-elect Joe Biden’s full acceptance speech,President-elect Joe Biden emphasized unity in his first address to the nation since securing the White House on Nov. 7 Read ...,Washington Post,2020-11-08T02:33:50Z,UkqWtrj1oAk
rhVcxmsWy_0,&#39;Mickey Mouse got there first&#39;: Biden jokes about DeSantis in speech,"President Joe Biden poked fun at himself and others, including Florida Gov. Ron DeSantis, during his speech at the White House ...",CNN,2023-04-30T17:10:50Z,rhVcxmsWy_0
cfq3ccnwsFw,Biden addresses nation on passage of debt ceiling bill,President Biden delivered remarks from the Oval Office Friday night after Congress passed bipartisan legislation to suspend the ...,CBS News,2023-06-02T23:52:26Z,cfq3ccnwsFw
CaBE4NU7_Pc,&#39;This Is The Time To Heal In America&#39;: Watch Biden&#39;s Full Victory Speech | NBC News,President-elect Joe Biden addressed the nation in his first public appearance since winning the election.» Subscribe to NBC ...,NBC News,2020-11-08T02:31:58Z,CaBE4NU7_Pc
sdpswBUiA30,Biden honors ‘fallen heroes’ during Memorial Day address,"During a Memorial Day address at Arlington National Cemetery, President Biden honored the “fallen heroes” who have died while ...",MSNBC,2023-05-29T18:30:42Z,sdpswBUiA30
KkX6NKgxrEk,Lahaina survivors weigh in on President Biden&#39;s Maui remarks,"President Biden calls devastation in Lahaina 'overwhelming,' pledges long-term support For more Local News from Hawaii News ...",Hawaii News Now,2023-08-22T01:27:14Z,KkX6NKgxrEk
-yV0dFL8QCU,Biden pokes fun at himself during White House Correspondents&#39; Dinner speech,"President Biden made jokes about the media, politics and himself at the annual White House Correspondents' Dinner.",CBS News,2023-05-01T15:53:46Z,-yV0dFL8QCU
KDO5D4DuwVY,Biden trolls Marjorie Taylor Greene in new campaign ad,President Joe Biden posted a campaign ad promoting his legislative wins by using clips from a recent speech GOP Rep. Marjorie ...,CNN,2023-07-20T01:00:09Z,KDO5D4DuwVY
mDaO0cDHjkI,Biden honors Emmett Till and his mom with national monument,President Joe Biden names a new national monument honoring Emmett Till and his mother amid a national debate over how to ...,CNN,2023-07-25T17:06:27Z,mDaO0cDHjkI
oXnoQJs-cek,Biden calls Chinese President Xi Jinping a ‘dictator’ at campaign fundraiser,President Joe Biden is facing backlash from Beijing after calling Chinese President Xi Jinping a “dictator” who was not aware of ...,MSNBC,2023-06-21T17:05:02Z,oXnoQJs-cek
