videoId,title,description,channelTitle,publishedAt,videoId
fPDRO2LSvu4,"Exclusive: One-on-one with President Biden on 2024 re-election bid, debt limit and more",The president sat down to discuss his 2024 re-election bid and the ongoing fight to raise the debt limit. » Subscribe to MSNBC: ...,MSNBC,2023-05-06T03:11:59Z,fPDRO2LSvu4
z-kb1o_uySM,MSNBC Exclusive Preview: Biden talks jobs with Stephanie Ruhle,"MSNBC's Stephane Ruhle shares a preview of her interview with President Joe Biden, his first interview since announcing his bid ...",MSNBC,2023-05-05T23:09:02Z,z-kb1o_uySM
crPoQKuP4pI,Hear why Biden thinks Ukraine is not ready to join NATO,"In an interview with CNN's Fareed Zakaria, President Joe Biden explains why he believes it's premature for Ukraine to join NATO.",CNN,2023-07-07T22:07:26Z,crPoQKuP4pI
nGrB-5ieeMU,Joe Biden Answers the Web&#39;s Most Searched Questions | WIRED,President Joe Biden answers the internet's most searched questions about himself. Was Joe Biden an actor? Can Joe Biden play ...,WIRED,2020-05-21T19:00:01Z,nGrB-5ieeMU
MiI8bzlQnn0,"Biden confronted with age question: I&#39;ve acquired wisdom, I&#39;m more experienced | MSNBC Exclusive","Ali Vitali, Mike Memoli, Jonathan Capehart, Carol Leonnig, Matthew Dowd and James Carville discuss the challenges President ...",MSNBC,2023-05-06T03:31:23Z,MiI8bzlQnn0
aEBHT1WST1Y,President Biden speaks about debt ceiling deal reached with Speaker McCarthy,President Biden spoke to reporters Monday about the debt ceiling deal he reached over the weekend with House Speaker Kevin ...,CBS News,2023-05-29T20:00:16Z,aEBHT1WST1Y
GurAj0LyJpw,President Biden meets with Israeli President Isaac Herzog,"President Biden on Tuesday met with Israeli President Isaac Herzog at the White House. Prior to the meeting, Mr. Biden ...",CBS News,2023-07-18T18:36:05Z,GurAj0LyJpw
zs12An8HwjM,Biden on Trump mugshot: &#39;Handsome guy&#39; | LiveNOW from FOX,"President Joe Biden made his first public comments about former president Donald Trump's mugshot. When asked if he'd seen it, ...",LiveNOW from FOX,2023-08-25T20:23:39Z,zs12An8HwjM
YpzMfAKN9aQ,Biden addresses Putin&#39;s nuclear threats in Ukraine | Full CNN exclusive interview,"In a CNN exclusive, Jake Tapper talks to President Joe Biden about dealing with Russian President Vladimir Putin, the ...",CNN,2022-10-12T03:14:46Z,YpzMfAKN9aQ
nnPuCJqRn4U,"President Biden on Mobilizing Youth, Climate Change &amp; Human Rights | The Daily Show","""I've never been more optimistic in my entire life."" Kal Penn and President Joe Biden talk about passing bipartisan legislation ...",The Daily Show,2023-03-14T03:30:04Z,nnPuCJqRn4U
_VQ_DMc3eTo,Hear Biden&#39;s message to Americans concerned about his age,"In a joint news conference with South Korean President Yoon Suk, President Joe Biden responded to concerns over his age and ...",CNN,2023-04-27T02:00:14Z,_VQ_DMc3eTo
BoQzqQ9RUxs,VP Joe Biden On Running In 2020: Never Say Never,"""Donald Trump will be 74, I'll be 77 and in better shape"" says the Vice President when asked if he is considering a run for the ...",The Late Show with Stephen Colbert,2016-12-07T09:22:47Z,BoQzqQ9RUxs
FcNpjpbVzsM,Biden gives rare interview amid pending release of more bank records,"A 'Mornings with Maria' panel discusses Biden's interview on The Weather Channel as Rep. James Comer, R-Ky., plans to ...",Fox Business,2023-08-09T11:45:01Z,FcNpjpbVzsM
UTWseDMn1YM,Biden meets with Zelenskyy at NATO summit,"President Biden met with Ukrainian President Volodymyr Zelenskyy at the NATO summit in Vilnius, Lithuania, and reiterated the ...",MSNBC,2023-07-12T15:00:32Z,UTWseDMn1YM
1Nc0eofMazA,See the moment Biden press conference ends abruptly in Vietnam,White House press secretary Karine Jean-Pierre on Sunday abruptly ended a news conference with President Joe Biden in Hanoi ...,CNN,2023-09-11T16:38:25Z,1Nc0eofMazA
LTEiibVnRgI,Surprise! It&#39;s Vice President Joe Biden!,The VP surprised Ellen to kickoff her birthday week.,TheEllenShow,2015-01-27T01:00:02Z,LTEiibVnRgI
QgIbnaEzSqM,Joe Biden Says The Current President&#39;s Influence Over Republicans Will Fade After He Leaves Office,"President-elect Joe Biden doesn't blame Republicans who have been slow to congratulate his win and believes, once he is ...",The Late Show with Stephen Colbert,2020-12-18T08:35:02Z,QgIbnaEzSqM
B9258AnO_Bk,Joe Biden and TikTok Star Dylan Mulvaney Discuss Trans Rights,Pres. Joe Biden sits down with Dylan Mulvaney to discuss trans rights as part of NowThis' presidential forum. Dylan Mulvaney ...,NowThis News,2022-10-26T14:59:49Z,B9258AnO_Bk
KR5cHebdIJo,"Biden behind Trump in new CBS News poll, voters concerned about age","New CBS News polling shows the country could be heading for another tight presidential race. Among likely voters, President ...",CBS News,2023-09-18T13:47:43Z,KR5cHebdIJo
_o7pMo43KV0,Watch Biden’s full Oval Office address about the debt ceiling deal,President Joe Biden gave the first Oval Office address of his presidency to speak about the debt limit bill passed by Congress.,CNN,2023-06-02T23:45:55Z,_o7pMo43KV0
r3hgsAXbvWc,A Socially Distanced Conversation: President Barack Obama and Vice President Joe Biden,Join our campaign: http://www.joebiden.com Follow Joe! Joe's Twitter: https://twitter.com/joebiden Joe's Facebook: ...,Joe Biden,2020-07-23T14:00:50Z,r3hgsAXbvWc
UQohsFOfYWQ,Biden sends bruising message to Russia,"During his remarks at the United Nations General Assembly, US President Joe Biden said supporting Ukraine in its defense ...",CNN,2023-09-19T17:50:47Z,UQohsFOfYWQ
72oO7R0CxSo,Joe Biden On Wearing His Son Beau’s Rosary Beads : It’s My Connection To Him | Megyn Kelly TODAY,"Former Vice President Joe Biden and his wife, Dr. Jill Biden, open up on Megyn Kelly TODAY about the significance of Joe ...",TODAY,2017-11-13T17:28:31Z,72oO7R0CxSo
CshrloicGGo,Vice President Joe Biden Keeps Promise to Son with New Book,"Vice President Joe Biden chatted with Ellen about his new book, “Promise Me, Dad: A Year of Hope, Hardship, and Purpose,” ...",TheEllenShow,2017-11-09T16:48:02Z,CshrloicGGo
nIT0NIzZT6I,Joe Biden and Kamala Harris: A Socially Distanced Conversation | Joe Biden For President 2020,Join Joe Biden and @kamalaharris as they have a socially distanced conversation about how we are going to build back better as ...,Joe Biden,2020-09-01T16:16:38Z,nIT0NIzZT6I
