videoId,title,description,channelTitle,publishedAt,videoId.1,politician
L07fMoafVh4,Trump won&#39;t say whether he wants Russia or Ukraine to win war,Former President Donald Trump speaks with CNN's Kaitlan Collins about the war in Ukraine and how he would handle the conflict ...,CNN,2023-05-11T02:30:14Z,L07fMoafVh4,Donald Trump
EevffhqzYCE,"&#39;There&#39;s a level of hatred I&#39;ve never seen,&#39; Trump says in Tucker Carlson interview",NBC News Correspondent Vaughn Hillyard reports on former President Trump's Wednesday evening counterprogramming of the ...,NBC News,2023-08-24T04:30:10Z,EevffhqzYCE,Donald Trump
DI8ifwwwoj0,"Trump: If they charge us, we charge them",Former President Donald Trump explains how the United States should handle foreign relations on 'Kudlow.' Subscribe to Fox ...,Fox Business,2023-08-18T20:45:01Z,DI8ifwwwoj0,Donald Trump
vINNi9YYTfg,‘This interview did not go well for him’: Trump defends keeping documents,"In a new interview with Fox News' Bret Baier, former President Trump defended keeping classified documents at Mar-a-Lago.",MSNBC,2023-06-20T10:45:03Z,vINNi9YYTfg,Donald Trump
kSyXYAgihsw,Trump Sits Down For Heated Fox News Interview With Bret Baier | The View,Subscribe to our YouTube channel: http://bit.ly/2Ybi4tM MORE FROM 'THE VIEW': Full episodes: http://abcn.ws/2tl10qh Twitter: ...,The View,2023-06-20T18:00:30Z,kSyXYAgihsw,Donald Trump
s9zhRdyk9Hw,NBC Exclusive: Trump tells Welker will ‘make a play’ for UAW votes despite disdain from leadership,"In an exclusive interview for Meet The Press, former President Donald Trump told Kristen Welker he would not pardon himself if ...",MSNBC,2023-09-15T18:30:46Z,s9zhRdyk9Hw,Donald Trump
lj39zZNsfpQ,"Donald Trump takes shots at Biden, DeSantis during Lincoln Dinner in Iowa | LiveNOW from FOX",Donald Trump spoke amongst other Republican presidential candidates at a campaign event in early voting Iowa. He touted his ...,LiveNOW from FOX,2023-07-29T01:48:08Z,lj39zZNsfpQ,Donald Trump
dhCFu4cW_HQ,Voters from town hall weigh in on Trump&#39;s performance,CNN's Gary Tuchman speaks with New Hampshire voters following the CNN Republican presidential town hall with former ...,CNN,2023-05-11T10:00:27Z,dhCFu4cW_HQ,Donald Trump
QSIKaSRA3_E,Hear how Trump tried to spin classified docs in interview before audio leak,"CNN exclusively obtained the audio recording of the 2021 meeting in Bedminster, New Jersey, where former President Donald ...",CNN,2023-06-27T13:53:43Z,QSIKaSRA3_E,Donald Trump
OFKZmwtrOOA,Analyst says this is the single most important moment from Trump town hall,Former President Donald Trump addressed questions from New Hampshire Republican and undeclared voters during a CNN ...,CNN,2023-05-11T11:28:49Z,OFKZmwtrOOA,Donald Trump
upZLHm0bk2c,Donald Trump speaks out in exclusive upcoming interview,Fox News' Bret Baier discusses highlights of his interview with former President Trump on 'The Story.' Subscribe to Fox News!,Fox News,2023-06-19T20:12:32Z,upZLHm0bk2c,Donald Trump
NVjF126V6qg,Trump: I believe Secret Service &#39;know everything&#39; about this,"Former President Donald Trump sits down with Fox News' Maria Bartiromo for part two of an exclusive interview, discussing the ...",Fox News,2023-07-16T16:00:14Z,NVjF126V6qg,Donald Trump
SPh_raqO_A0,"Donald Trump Talks Media Coverage, Polls and His Vocal Transformation",Republican presidential nominee Donald Trump gets real with Jimmy about how things have changed since becoming the ...,The Tonight Show Starring Jimmy Fallon,2016-09-16T10:00:01Z,SPh_raqO_A0,Donald Trump
Ct2Vl-NO6Og,Trump: This is the &#39;most dangerous time in the history of our country&#39;,"Former President Donald Trump sits down with Fox News' Maria Bartiromo for part three of an exclusive interview, discussing ...",Fox News,2023-07-16T18:00:03Z,Ct2Vl-NO6Og,Donald Trump
K2_1cdBfi4o,Donald Trump: Our country is in the most dangerous place it&#39;s ever been,Former President Donald Trump discusses how the United States has changed since he left office and his new book 'Letters to ...,Fox News,2023-04-24T01:15:07Z,K2_1cdBfi4o,Donald Trump
aef5gtOI6Es,Trump does not fear going to jail: Bret Baier,'The Five' is joined by 'Special Report' host Bret Baier to discuss his interview with former President Trump. Subscribe to Fox ...,Fox News,2023-06-19T23:45:00Z,aef5gtOI6Es,Donald Trump
OL8NDU16Ex8,Trump: Our country is a mess,Former President Donald Trump reacts to special counsel Jack Smith informing him he is a target of a Jan. 6 grand jury ...,Fox News,2023-07-19T01:45:08Z,OL8NDU16Ex8,Donald Trump
ho8SRUJYdL4,What did Trump&#39;s body language in CNN Town Hall say? | Morning in America,CNN's Town Hall with former President Trump in New Hampshire on Wednesday was filled with a number of headline-making ...,NewsNation,2023-05-11T12:04:11Z,ho8SRUJYdL4,Donald Trump
oTjiBtpR2L4,Trump vows criminal conviction won&#39;t stop him from 2024 presidential run,"Former President Donald Trump calls out the indictment against him, weighs in on whether Biden will seek re-election and which ...",Fox News,2023-04-12T03:00:21Z,oTjiBtpR2L4,Donald Trump
g5wNvCZ8xTs,Georgia indictment: Trump speaks out saying he can prove full exoneration | LiveNOW from FOX,Former President Trump says he plans to present new evidence of 2020 “presidential election fraud” in Georgia. This comes as ...,LiveNOW from FOX,2023-08-15T14:56:12Z,g5wNvCZ8xTs,Donald Trump
TZvpAqhMwdg,Trump: America is &#39;finished&#39; if this happens,"Former President Donald Trump sits down with Fox News' Maria Bartiromo for part four of an exclusive interview, discussing ...",Fox News,2023-07-17T10:30:10Z,TZvpAqhMwdg,Donald Trump
h24LUScipWI,Trump: I don’t know why the other candidates are running,Former President Donald Trump joins 'Hannity' to give his take on the other GOP candidates entering the 2024 election pool.,Fox News,2023-06-02T21:30:02Z,h24LUScipWI,Donald Trump
u0C1aFuBCWM,Donald Trump reveals letters celebrities and leaders sent to him,Former President Donald Trump joined 'Hannity' to discuss the details of his new book 'Letters to Trump.' Subscribe to Fox News!,Fox News,2023-04-29T23:00:21Z,u0C1aFuBCWM,Donald Trump
Ax3ILV6bF1w,Trump makes first public remarks since federal arraignment,"Addressing supporters at his golf club in Bedminster, New Jersey, on Tuesday night, former President Donald Trump made his ...",CBS News,2023-06-14T01:57:43Z,Ax3ILV6bF1w,Donald Trump
IwRLNazAFG8,"Trump responds to indictment, calls it &#39;a hoax&#39; | LiveNOW from FOX","Former President Donald Trump posted a video response to the federal indictment, calling it, ""a hoax."" Trump announced the ...",LiveNOW from FOX,2023-06-09T00:47:16Z,IwRLNazAFG8,Donald Trump
4HWaRfdMKyk,Trump autographs woman&#39;s tank top in Iowa | LiveNOW from FOX,"Former President Trump makes a campaign pit stop at a bar in Iowa. One waitress seen posing with Trump, asked for his ...",LiveNOW from FOX,2023-09-21T04:22:16Z,4HWaRfdMKyk,Donald Trump
hDNiNdsPHNA,A Message from President Donald J. Trump,,Trump White House Archived,2021-01-13T23:02:04Z,hDNiNdsPHNA,Donald Trump
6QO-fu4MjIQ,Trump attacks special counsel Jack Smith in speech,"Speaking at his Bedminster golf club after his arraignment, former president Donald Trump attacked special counsel Jack Smith, ...",NBC News,2023-06-14T01:45:30Z,6QO-fu4MjIQ,Donald Trump
W22BHKhGYLk,Donald Trump speaks following arraignment for criminal charges,Former President Donald Trump speaks to reporters following his arraignment for criminal charges related to special counsel Jack ...,CNN,2023-08-03T21:31:33Z,W22BHKhGYLk,Donald Trump
0vzkrpTuBC8,"Donald Trump remarks in East Palestine, Ohio following train derailment disaster | LiveNOW from FOX","Former President Trump traveled to East Palestine, Ohio Wednesday and donated thousands of gallons of cleaning supplies and ...",LiveNOW from FOX,2023-02-22T19:57:15Z,0vzkrpTuBC8,Donald Trump
oZydVW87R6Y,President Donald Trump Delivers Remarks On U.S. Airstrike That Killed Iranian General | NBC News,"President Trump delivered remarks on the U.S. airstrike that killed the Iranian general Qassem Soleimani. ""We took action last ...",NBC News,2020-01-03T20:52:55Z,oZydVW87R6Y,Donald Trump
eitGJw22z24,What to expect from Trump&#39;s Michigan rally with autoworkers,"Former President Donald Trump is skipping the second Republican debate Wednesday night, and will instead give a speech in ...",CBS News,2023-09-27T23:21:52Z,eitGJw22z24,Donald Trump
NnRVAzFa6Og,Donald Trump&#39;s entire speech at the Al Smith dinner,Republican presidential nominee Donald Trump's entire speech from the Al Smith charity dinner in New York.,CNN,2016-10-21T02:45:00Z,NnRVAzFa6Og,Donald Trump
3HA-wY6aQd4,Watch President Donald Trump&#39;s Full Immigration Remarks | NBC News,President Trump remarks on immigration and the government shut down from the Oval Office. » Subscribe to NBC News: ...,NBC News,2019-01-09T03:55:26Z,3HA-wY6aQd4,Donald Trump
vjE1ZGtAGck,President Trump Delivers Remarks at the 2020 National Christmas Tree Lighting,,Trump White House Archived,2020-12-25T14:54:57Z,vjE1ZGtAGck,Donald Trump
KIfI-gCXmf8,Recap of Donald Trump’s speech to Alabama GOP,Former President Donald Trump was the keynote speaker at an Alabama GOP fundraiser in Montgomery. For more Local News ...,WSFA 12 News,2023-08-05T03:33:26Z,KIfI-gCXmf8,Donald Trump
Jaz1J0s-cL4,Donald Trump doubles down on calling Mexicans &#39;rapis...,Presidential candidate and Real estate mogul Donald Trump talks immigration and criticism about his controversial Mexico ...,CNN,2015-06-26T01:04:15Z,Jaz1J0s-cL4,Donald Trump
LLTDTVEqOXo,President Trump Delivers Remarks,The White House.,Trump White House Archived,2020-01-08T17:05:03Z,LLTDTVEqOXo,Donald Trump
V831KGv0aqU,"President Donald Trump delivers remarks from the White House (full video) - November 5, 2020","Trump last appeared in public early Wednesday, when he falsely declared victory over Democrat Joe Biden in the presidential ...",News 8 WROC,2020-11-06T00:09:46Z,V831KGv0aqU,Donald Trump
nHeNbNz1cTw,Trump lashes out at America&#39;s top military officer days before retirement,Former President Trump took to his social media over the weekend to lash out at Gen. Mark Milley over Milley's recent remarks in ...,MSNBC,2023-09-25T13:30:21Z,nHeNbNz1cTw,Donald Trump
Kih5hGkx5-M,"WATCH: In outtake of speech after Jan. 6 attack, Trump didn’t want to say ‘election is over’","In an evening address made the day after the Jan. 6 attack, President Donald Trump would not say “the election is over” and ...",PBS NewsHour,2022-07-22T03:37:51Z,Kih5hGkx5-M,Donald Trump
JCgl31hUAAE,"Biden, Trump compete for union support in Michigan | NewsNation Now","Former President Donald Trump will be skipping the second Republican presidential debate, instead visiting striking UAW ...",NewsNation,2023-09-27T20:37:26Z,JCgl31hUAAE,Donald Trump
txuJn01VCdU,Haberman says Trump &#39;walked himself into some trouble&#39; with CNN town hall comments,"CNN political analyst Maggie Haberman reacted to Trump's claims during a CNN town hall, and spoke about his team's reaction ...",CNN,2023-05-11T18:55:35Z,txuJn01VCdU,Donald Trump
Dt4rlV8-G3U,O’Reilly on CNN town hall: ‘Trump went into his greatest hits’  |  CUOMO,Former President Donald Trump made a primetime appearance in a live CNN town hall Wednesday. Former Fox News host Bill ...,NewsNation,2023-05-11T01:40:13Z,Dt4rlV8-G3U,Donald Trump
HQlXAUiuZhw,Trump tests media in CNN townhall,The former president repeated his 2020 election lies and other demonstrably false claims. Former Senator Al Franken and Mark ...,MSNBC,2023-05-11T05:00:11Z,HQlXAUiuZhw,Donald Trump
FkrvQNlm9bs,Bret Baier: Trump made a shocking statement at CNN town hall,Fox News anchor Bret Baier joins 'America's Newsroom' to discuss why Trump's town hall with CNN could have benefitted both ...,Fox News,2023-05-11T17:15:00Z,FkrvQNlm9bs,Donald Trump
OQSbd61EHW8,"Donald Trump, CNN town hall presents high stakes for both | On Balance","Former President Donald Trump has argued that he gets unfair media coverage and often targeted CNN. Now, the network is set ...",NewsNation,2023-05-09T00:00:53Z,OQSbd61EHW8,Donald Trump
RAre47YgZuE,CNN town hall highlights media&#39;s struggle with how to cover Trump and his lies,A debate over how journalists should cover former President Trump is underway as he seeks another term. It comes after an ...,PBS NewsHour,2023-05-11T22:57:05Z,RAre47YgZuE,Donald Trump
fdkuUCPTbao,OTR: Analyzing Trump&#39;s CNN town hall appearance in New Hampshire,CNN is facing a backlash over the first major television event of the 2024 presidential campaign. Subscribe to WCVB on YouTube ...,WCVB Channel 5 Boston,2023-05-14T17:35:38Z,fdkuUCPTbao,Donald Trump
fPuPmiIYI7U,Georgia Secretary of State responds to Trump&#39;s town hall comments,Georgia Secretary of State Brad Raffensperger responds to former President Trump's comments during CNN's Republican ...,CNN,2023-05-12T02:09:35Z,fPuPmiIYI7U,Donald Trump
GYICW3VD4zU,Trump doubles down on 2020 fraud claims during presidential town hall,Former President Trump doubled down on 2020 election fraud claims in a CNN presidential town hall just a day after being found ...,NBC News,2023-05-11T13:18:11Z,GYICW3VD4zU,Donald Trump
HhztrZdd0dE,Chris Christie reveals the exact moment he broke with Trump,Former New Jersey Governor Chris Christie speaks with CNN's Anderson Cooper during a CNN Republican presidential town ...,CNN,2023-06-13T01:30:08Z,HhztrZdd0dE,Donald Trump
a9GiSICgkI0,Trump town hall: How the media covers a seditious presidential candidate,"""I find it very hard to defend the choice to give Trump a live platform,"" says Chris Hayes. ""But that's one of the challenges he ...",MSNBC,2023-05-04T01:15:01Z,a9GiSICgkI0,Donald Trump
XM56EQOqylM,Trump doing a town hall on...CNN?!,StartMail: Get 50% OFF a year subscription at https://startmail.com/pakman -- CNN will be hosting a Donald Trump town hall event ...,David Pakman Show,2023-05-02T22:45:00Z,XM56EQOqylM,Donald Trump
YTYp865XgF4,"Takeaways From Trump&#39;s CNN Town Hall, Part 1 | The View",Subscribe to our YouTube channel: http://bit.ly/2Ybi4tM MORE FROM 'THE VIEW': Full episodes: http://abcn.ws/2tl10qh Twitter: ...,The View,2023-05-11T18:00:13Z,YTYp865XgF4,Donald Trump
dHYUyI12RHU,Former President Trump speaks after surrendering in Georgia,The former president made a few comments before leaving Atlanta. ---- Click here for full coverage in the election interference ...,11Alive,2023-08-25T01:09:10Z,dHYUyI12RHU,Donald Trump
GXI_4fP9E7E,Trump bashes electric vehicles &amp; Biden in speech before UAW members in Macomb County,Former President Donald Trump spoke in Clinton Township Wednesday at a rally before striking UAW members. FOX 2 Detroit is ...,FOX 2 Detroit,2023-09-28T03:04:21Z,GXI_4fP9E7E,Donald Trump
nA4JCtTwfJg,"Trump speaks on being charged under espionage act, slams Clintons in speech","Former President Trump spoke in Bedminster, New Jersey, after he pleaded not guilty to a 37-count indictment. He criticizes being ...",NBC News,2023-06-14T02:30:21Z,nA4JCtTwfJg,Donald Trump
gE6KX5znVPg,Trump campaigns in Iowa as he faces likely fourth indictment,"Many of the Republican hopefuls visited the Iowa State Fair — including Donald Trump, ahead of a week expected to be ...",TODAY,2023-08-14T12:45:04Z,gE6KX5znVPg,Donald Trump
LFHcW5fdqVE,Trump on Biden: How stupid can you be?,"2024 Republican front-runner Donald Trump joins Fox News' Maria Bartiromo, saying his presidential priorities are national ...",Fox News,2023-07-23T19:00:14Z,LFHcW5fdqVE,Donald Trump
I1i3eoaxeP4,&#39;I&#39;m very pro-choice&#39;: Watch Trump&#39;s evolving position on abortion,CNN This Morning looks back at former President Donald Trump's position on abortion and how it has evolved throughout the ...,CNN,2023-09-25T18:42:02Z,I1i3eoaxeP4,Donald Trump
yd7hqdeJaLU,See how Trump responded to his fourth indictment,"Former President Donald Trump said he will hold a ""major news conference"" at his golf club in Bedminster, New Jersey, during ...",CNN,2023-08-15T16:58:55Z,yd7hqdeJaLU,Donald Trump
6g1-PFaFQ1I,Georgia DA’s full news conference on Trump’s indictment,Fulton County District Attorney Fani Willis (D) announced criminal charges for former president Donald Trump and 18 others on ...,Washington Post,2023-08-15T04:58:33Z,6g1-PFaFQ1I,Donald Trump
Jnl050XMLow,Live: President Donald Trump Holds News Conference | NBC News,President Donald Trump holds a news conference from the Rose Garden at the White House. » Subscribe to NBC News: ...,NBC News,2020-05-29T19:12:07Z,Jnl050XMLow,Donald Trump
cCJ4d_AsfYg,Michael Cohen: This is the mistake Trump is making in his Georgia case,CNN's Kaitlan Collins speaks with former President Donald Trump's one-time attorney and fixer Michael Cohen about Trump's ...,CNN,2023-08-22T02:36:41Z,cCJ4d_AsfYg,Donald Trump
gScbr9wSZOU,See how Trump reacted to Romney&#39;s announcement on social media,Former President Donald Trump reacted to Sen. Mitt Romney's (R-UT) announcement that he will not seek reelection with a post ...,CNN,2023-09-13T23:39:32Z,gScbr9wSZOU,Donald Trump
h60nXlSEPfY,President Donald Trump Attacks Media In Post-Midterms Press Conference | Hardball | MSNBC,Yamiche Alcindor joins Hardball to talk about her question to President Trump during Wednesday's press conference.,MSNBC,2018-11-08T01:32:19Z,h60nXlSEPfY,Donald Trump
bZrE5gMZHsU,Joint Press Conference with US President Donald Trump,PM Lee Hsien Loong held a Joint Press Conference with US President Donald Trump at the White House on 23 October 2017.,"Prime Minister's Office, Singapore",2017-10-23T22:01:33Z,bZrE5gMZHsU,Donald Trump
Rayde7Uh1Pc,President Donald Trump Creates His Own Narrative At NATO Press Conference | Morning Joe | MSNBC,"Lawrence O'Donnell, Robert Costa and Doris Kearns Goodwin join Morning Joe for a discussion about President Trump's trip to ...",MSNBC,2018-07-12T16:16:36Z,Rayde7Uh1Pc,Donald Trump
qj2Lonk2Qz4,"Fulton County DA Fani Willis speaks after indicting Donald Trump, 18 others","Fulton County, Georgia District Attorney Fani Willis addressed the press about a grand jury's indictment of Donald Trump and 18 ...",ABC 7 Chicago,2023-08-15T04:17:37Z,qj2Lonk2Qz4,Donald Trump
GVjHgz8xxa0,President Donald Trump Goes After Own Party At Press Conference | Katy Tur | MSNBC,President Trump had confrontations with multiple members of the media to the point were a White House aide tried to physically ...,MSNBC,2018-11-07T20:46:43Z,GVjHgz8xxa0,Donald Trump
ORsLZkwtPEU,Vivek Ramaswamy says he’s not ‘surprised’ by his rise in polls: GOP is ‘hungry’ for unity,NBC News Correspondent Dasha Burns joins Meet the Press NOW to discuss her one-on-one interview with GOP presidential ...,NBC News,2023-09-21T22:30:05Z,ORsLZkwtPEU,Vivek Ramaswamy
d4r4jjixqdo,Ramaswamy defends comments about White supremacy and the KKK,2024 presidential candidate Vivek Ramaswamy joins CNN's Dana Bash to defend recent comments about White supremacy and ...,CNN,2023-08-28T01:13:42Z,d4r4jjixqdo,Vivek Ramaswamy
tL9Sp3REU0k,Republican Presidential candidate Ramaswamy’s controversial views on foreign policy &amp; climate change,MSNBC's Symone Sanders-Townsend presses Vivek Ramaswamy on his claim that the U.S. needs to “abandon cult of climate ...,MSNBC,2023-08-19T21:45:01Z,tL9Sp3REU0k,Vivek Ramaswamy
AVlLE-nw_WU,Biotech entrepreneur Vivek Ramaswamy running for President in 2024 | FULL INTERVIEW,Local 5's Connor O'Neal met with biotech entrepreneur and Republican presidential candidate Vivek Ramaswamy at the Iowa ...,We Are Iowa Local 5 News,2023-08-26T20:45:46Z,AVlLE-nw_WU,Vivek Ramaswamy
OKNKe1GLi_0,Vivek Ramaswamy: I don’t think Biden is running the country,GOP presidential candidate Vivek Ramaswamy discusses whether President Biden will be the 2024 Democratic nominee on ...,Fox News,2023-09-21T03:15:01Z,OKNKe1GLi_0,Vivek Ramaswamy
fcihweIYgiE,Full Vivek Ramaswamy: I stand by calling Trump a &#39;sore loser&#39; in 2020,Republican presidential candidate Vivek Ramaswamy joins Meet the Press to address the racially motivated shooting in ...,NBC News,2023-08-27T16:30:13Z,fcihweIYgiE,Vivek Ramaswamy
kCxu8O5fa7w,"Full 2024 candidate Ramaswamy: ‘What we really need is a courageous leader,’ not Trump or DeSantis","Republican Vivek Ramaswamy joins Meet the Press NOW to detail his run for president, and talks about his pledge to end ...",NBC News,2023-03-30T22:30:04Z,kCxu8O5fa7w,Vivek Ramaswamy
S6LOSyXPvIM,Vivek Ramaswamy: This is how we restore the integrity of our Constitutional Republic,2024 GOP presidential candidate Vivek Ramaswamy provides insight on his vision for America on 'Kudlow.' Subscribe to Fox ...,Fox Business,2023-09-13T00:00:07Z,S6LOSyXPvIM,Vivek Ramaswamy
iMR9-0jHSy8,Collins presses GOP 2024 hopeful on his definition of &#39;woke&#39;,"GOP 2024 presidential candidate Vivek Ramaswamy joins CNN's Kaitlan Collins to discuss his definition of ""woke"" and how he's ...",CNN,2023-03-12T19:00:17Z,iMR9-0jHSy8,Vivek Ramaswamy
4qADG5fFiog,Vivek Ramaswamy: There is a crisis of fatherlessness,"2024 presidential candidate Vivek Ramaswamy breaks down his conservative agenda, looks back on first debate on 'Kudlow.",Fox Business,2023-08-24T22:00:02Z,4qADG5fFiog,Vivek Ramaswamy
iprmiWtncSg,How newcomer Vivek Ramaswamy is winning over some Trump fans,"CNN's Elle Reeve went to the Turning Point action conference in West Palm Beach, Florida, and asked people how they feel ...",CNN,2023-07-26T02:30:30Z,iprmiWtncSg,Vivek Ramaswamy
JOIqj-wi7A4,Dana Bash presses Vivek Ramaswamy on his Ukraine comments from debate,"CNN's Dana Bash speaks with Vivek Ramaswamy after the first Republican presidential debate, which aired on Fox News. #CNN ...",CNN,2023-08-24T04:52:51Z,JOIqj-wi7A4,Vivek Ramaswamy
qpEP9MLtme4,Full Ramaswamy: GOP has to &#39;be the party of free speech and open debate’,"In an exclusive interview with Meet the Press, 2024 GOP presidential primary candidate Vivek Ramaswamy discusses his ...",NBC News,2023-04-30T20:30:02Z,qpEP9MLtme4,Vivek Ramaswamy
bYMCdhjdz_M,Ramaswamy: Young people are &#39;hungry for purpose and meaning&#39;,2024 GOP hopeful Vivek Ramaswamy is surging to 3rd place in the polls. He detailed why young voters should support him and ...,NBC News,2023-07-26T00:15:02Z,bYMCdhjdz_M,Vivek Ramaswamy
8Ca_9tXO4og,Vivek Ramaswamy: The neocons have failed,"Republican presidential candidate Vivek Ramaswamy on the need to break the Russia and China alliance, demand transparency ...",Fox News,2023-09-06T18:45:00Z,8Ca_9tXO4og,Vivek Ramaswamy
wwoAF_l9LNs,Vivek Ramaswamy reveals his top goal for America,Republican presidential candidate explains why he would pardon Trump if elected and defends criticism of his foreign policy ...,Fox News,2023-08-25T16:30:16Z,wwoAF_l9LNs,Vivek Ramaswamy
r3aqcQtWxgI,We need to ‘wake up’: Vivek Ramaswamy,"GOP 2024 presidential candidate Vivek Ramaswamy discusses trailing President Biden in polls, his climate change position, the ...",Fox News,2023-09-08T14:45:03Z,r3aqcQtWxgI,Vivek Ramaswamy
hbKqYNYkvVQ,Trump is facing new charges. Would Ramaswamy still pardon him if president?,"American entrepreneur and GOP presidential candidate Vivek Ramaswamy, tells CNN's Kasie Hunt why he plans to pardon ...",CNN,2023-07-30T16:30:07Z,hbKqYNYkvVQ,Vivek Ramaswamy
TiR_Zl7bRSE,GOP hopeful Vivek Ramaswamy rises in the polls | The Hill,"AS GOP hopefuls race to catch up with former President Donald Trump, candidate Vivek Ramaswamy is gaining momentum.",NewsNation,2023-08-16T01:09:26Z,TiR_Zl7bRSE,Vivek Ramaswamy
CfN9iFOT2tc,Vivek Ramaswamy: We need a generational change in the US,2024 GOP presidential candidate Vivek Ramaswamy explains how lawmakers should respond to violent crime on 'The Ingraham ...,Fox News,2023-09-01T10:00:08Z,CfN9iFOT2tc,Vivek Ramaswamy
f0DSkTfVtDo,Vivek Ramaswamy discusses facing Gov. DeSantis in GOP primary,"As the governor of Florida, Ron DeSantis has waged a culture war campaign while Vivek Ramaswamy has done so from the ...",CBS News,2023-05-24T23:21:17Z,f0DSkTfVtDo,Vivek Ramaswamy
p3vZeYvmeOU,Vivek Ramaswamy: Debate stage going to be &#39;critical&#39; for defining GOP agenda,"GOP presidential candidate Vivek Ramaswamy discusses the growing 2024 election candidate field, what voters are looking for in ...",Fox Business,2023-06-06T19:30:08Z,p3vZeYvmeOU,Vivek Ramaswamy
8yY8UV4OY88,Vivek: &#39;I&#39;m on pace to win this nomination&#39; | NewsNation Prime,GOP presidential candidate Vivek Ramaswamy says the first Republican debate in August will change the dynamic of the race.,NewsNation,2023-07-10T00:00:20Z,8yY8UV4OY88,Vivek Ramaswamy
A_xXMsEsc_Y,Ramaswamy: I have a ‘radical vision for the Republican Party’,2024 Republican presidential candidate Vivek Ramaswamy joins 'America's Newsroom' ahead of the second GOP presidential ...,Fox News,2023-09-23T08:00:06Z,A_xXMsEsc_Y,Vivek Ramaswamy
hwx1DT0-vrE,Vivek Ramaswamy: I am running for US president,Strive Asset Management co-founder Vivek Ramaswamy explains why he is entering the 2024 presidential race as he joins ...,Fox News,2023-02-22T01:26:30Z,hwx1DT0-vrE,Vivek Ramaswamy
zG2bih7XGsQ,Biden is ‘sleepwalking’ US into potential nuclear conflict: Vivek Ramaswamy,2024 Presidential Candidate Vivek Ramaswamy 'Sunday Morning Futures' to discuss his campaign strategy ahead of the highly ...,Fox News,2023-08-13T18:00:22Z,zG2bih7XGsQ,Vivek Ramaswamy
N3v8PRqJ3CU,"Companies removing false speech from platforms must prove it&#39;s false, says Vivek Ramaswamy","Vivek Ramaswamy, founder and executive chairman of Strive Asset Management, joins CNBC's 'Squawk Box' to discuss how ...",CNBC Television,2022-11-03T12:52:16Z,N3v8PRqJ3CU,Vivek Ramaswamy
o8xoE0qldKc,"GOP 2024 hopeful vows to visit Putin, turn parts of Ukraine over to Russia",Republican presidential candidate Vivek Ramaswamy speaks with CNN's Jim Acosta and explains how he would address the war ...,CNN,2023-08-18T18:10:09Z,o8xoE0qldKc,Vivek Ramaswamy
QYc85gLstgg,Vivek Ramaswamy: &#39;America First&#39; movement is the new Republican Party,2024 GOP presidential candidate Vivek Ramaswamy calls out the Biden administration's agenda and provides insight on his ...,Fox News,2023-09-16T11:00:31Z,QYc85gLstgg,Vivek Ramaswamy
qk6ILubXXxk,Vivek Ramaswamy: &#39;I&#39;m going further than Trump did&#39;  | Dan Abrams Live,"Businessman and 2024 Republican presidential candidate Vivek Ramaswamy joins NewsNation's ""Dan Abrams Live"" to discuss ...",NewsNation,2023-08-09T02:01:59Z,qk6ILubXXxk,Vivek Ramaswamy
6xsatmFkPAI,GOP candidate proposes to shut down Department of Education,2024 presidential candidate Vivek Ramaswamy discusses the benefits of trade school on 'The Big Money Show.' #foxbusiness ...,Fox Business,2023-09-21T22:00:03Z,6xsatmFkPAI,Vivek Ramaswamy
TD4wlR2TWe8,Vivek Ramaswamy Town Hall on NewsNation,"Republican presidential candidate Vivek Ramaswamy spoke about polarization, free speech, international aggression and ...",NewsNation,2023-08-15T07:00:09Z,TD4wlR2TWe8,Vivek Ramaswamy
fvaqe12EY2s,Vivek Ramaswamy town hall: Top takeaways | NewsNation,"Republican presidential candidate Vivek Ramaswamy spoke about polarization, free speech, international aggression and ...",NewsNation,2023-08-15T04:23:22Z,fvaqe12EY2s,Vivek Ramaswamy
82t1Kh__he4,Vivek Ramaswamy News LIVE | Vivek Ramaswamy Speech At Parental Rights Town Hall | U.S. News LIVE,Vivek Ramaswamy News LIVE | Vivek Ramaswamy Speech At Parental Rights Town Hall | U.S. News LIVE GOP presidential ...,CNN-News18,2023-08-22T17:45:55Z,82t1Kh__he4,Vivek Ramaswamy
iwIUyFPLcZk,Vivek Ramaswamy Speaks At The Parental Rights Town Hall in NH | Vivek Ramaswamy Speech | N18 LIVE,Vivek Ramaswamy Speaks At The Parental Rights Town Hall in NH | Vivek Ramaswamy Speech | News18 LIVE Courtesy: Vivek ...,CNN-News18,2023-09-02T05:39:19Z,iwIUyFPLcZk,Vivek Ramaswamy
Ndo-4V1-pXk,WATCH: Vivek Ramaswamy Takes Questions Directly From Republican Voters,"Last night, Vivek Ramaswamy took voters' questions at a town hall in Hampton, New Hampshire. Fuel your success with Forbes.",Forbes Breaking News,2023-09-02T16:19:56Z,Ndo-4V1-pXk,Vivek Ramaswamy
tr8kyD2-V7s,Vivek Ramaswamy Speaks At The Parental Rights Town Hall in NH | Vivek Ramaswamy Speech | News18 LIVE,Vivek Ramaswamy Speaks At The Parental Rights Town Hall in NH | Vivek Ramaswamy Speech | News18 LIVE Courtesy: Vivek ...,CNN-News18,2023-09-02T01:17:35Z,tr8kyD2-V7s,Vivek Ramaswamy
