videoId,title,description,channelTitle,publishedAt,videoId
vR1h4etdlwM,Rahm Emanuel Press Conference | Bernie Sanders,Join the political revolution at www.berniesanders.com ☆ Connect with Bernie: Facebook ...,Bernie Sanders,2016-03-12T21:47:15Z,vR1h4etdlwM
8Zvadh9rYQM,Press Conference in Baltimore | Bernie Sanders,Bernie Sanders met with clergy and community leaders after walking through the neighborhood where Freddie Gray was arrested ...,Bernie Sanders,2015-12-13T18:47:23Z,8Zvadh9rYQM
Dxd8NW_yeUU,Bernie Sanders press conference live stream: plans to erase student debt by taxing Wall Street,Senator Bernie Sanders said he has a plan to wipe out the $1.6 trillion in student debt owed by more than 40 million Americans: ...,CBS News,2019-06-24T15:23:09Z,Dxd8NW_yeUU
SMzHdRR3NuA,New Hampshire Primary Ballot Filing Press Q&amp;A | Bernie Sanders,Democratic Party presidential candidate Bernie Sanders talks with the press after filing to put his name on the primary ballot in ...,Bernie Sanders,2015-11-06T02:59:42Z,SMzHdRR3NuA
ovYafcQCdHY,"Sen. Bernie Sanders, Bowing Out Of The Race, Gently Breaks The News To Supporters","The Democratic primary has effectively come to a close with the departure of Senator Bernie Sanders, who addressed members of ...",The Late Show with Stephen Colbert,2020-04-09T03:55:15Z,ovYafcQCdHY
ZSYFUJTXo3U,Bernie Sanders: &#39;Republicans blame Biden for inflation ... really?&#39;,Senator Bernie Sanders (I-VT) joins CNN's Jake Tapper to discuss inflation and the 2022 midterm elections. #CNN #News.,CNN,2022-10-23T14:25:52Z,ZSYFUJTXo3U
Cq_VSuQ6Vg8,Sen. Bernie Sanders State of the Union: Full interview,"Sen. Bernie Sanders explained why he thinks he can take on Wall Street and Hillary Clinton might not be able to, defended his ...",CNN,2015-08-30T14:08:36Z,Cq_VSuQ6Vg8
9p4-2Xd3iJ4,Full Interview: Vermont Sen. Bernie Sanders,Senator Bernie Sanders joins Jake Tapper to discuss the Obamacare repeal's failure and his own plans for health care legislation.,CNN,2017-07-30T15:50:16Z,9p4-2Xd3iJ4
Up3q9QvpIk8,State of the Union: Sen. Bernie Sanders full interview,Bernie Sanders discusses violence at Donald Trump's rallies and new momentum after his win in Michigan.,CNN,2016-03-13T15:11:36Z,Up3q9QvpIk8
Q5zJlvoYi1E,Senator Bernie Sanders on State of the Union,"Senator Bernie Sanders joins Jake Tapper on State of the Union to discuss DNC e-mail leaks, and his feelings on VP pick Tim ...",CNN,2016-07-24T15:38:38Z,Q5zJlvoYi1E
